beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_peak,omega_e_min,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,t_domain_exit_yr,in_domain,omega_e_tailmean_numeric,n_resonance_crossings,nearest_resonance,d_to_resonance,min_d_separatrix,wall_s,omega_e_pred,rel_err_pred,H_drift_rel
165.00,0.9066,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.74708330e-03,5.23598776e-03,4.74708330e-03,4.74708330e-03,0.000000e+00,100.0000,1,164.8924,1.000000,1.131538e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,3.67,4.74708330e-03,1.059745e-14,0.000000e+00
15.00,0.9222,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,1.796313e-16,100.0000,1,93.6743,1.000000,1.119686e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,2.35,4.82856737e-03,1.023898e-14,0.000000e+00
45.00,0.9222,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,128.5360,1.000000,1.119880e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,2.79,4.82856737e-03,1.544829e-14,0.000000e+00
75.00,0.9222,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,1.796313e-16,100.0000,1,85.1471,1.000000,9.200499e-04,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,3.56,4.82856737e-03,2.029833e-14,0.000000e+00
105.00,0.9222,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,112.9739,1.000000,9.190183e-04,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,3.69,4.82856737e-03,2.047797e-14,0.000000e+00
135.00,0.9222,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,3.592626e-16,100.0000,1,81.2206,1.000000,1.119657e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,3.69,4.82856737e-03,1.562792e-14,0.000000e+00
165.00,0.9222,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,74.5181,1.000000,1.110415e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,1.87,4.82856737e-03,1.059825e-14,0.000000e+00
15.00,0.9378,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,166.2609,1.000000,1.076714e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.68,4.91005145e-03,1.006906e-14,0.000000e+00
45.00,0.9378,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,1.766502e-16,100.0000,1,40.8870,1.000000,1.089773e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.65,4.91005145e-03,1.448532e-14,0.000000e+00
75.00,0.9378,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,112.2640,1.000000,8.958643e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.47,4.91005145e-03,1.943153e-14,0.000000e+00
105.00,0.9378,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,1.766502e-16,100.0000,1,83.9906,1.000000,8.863933e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.22,4.91005145e-03,1.943153e-14,0.000000e+00
135.00,0.9378,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,3.533005e-16,100.0000,1,127.5335,1.000000,1.089545e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.58,4.91005145e-03,1.519192e-14,0.000000e+00
165.00,0.9378,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,7.066009e-16,100.0000,1,18.1048,1.000000,1.075083e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.23,4.91005145e-03,9.362462e-15,0.000000e+00
15.00,0.9533,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,1.737665e-16,100.0000,1,107.0219,1.000000,1.059601e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.35,4.99153553e-03,9.904691e-15,0.000000e+00
45.00,0.9533,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,94.2813,1.000000,1.060728e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.43,4.99153553e-03,1.459639e-14,0.000000e+00
75.00,0.9533,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,1.737665e-16,100.0000,1,69.2839,1.000000,8.775529e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.45,4.99153553e-03,1.928808e-14,0.000000e+00
105.00,0.9533,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,98.2971,1.000000,8.638121e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.35,4.99153553e-03,1.963562e-14,0.000000e+00
135.00,0.9533,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,1.737665e-16,100.0000,1,54.9396,1.000000,1.060856e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.32,4.99153553e-03,1.477015e-14,0.000000e+00
165.00,0.9533,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,84.7783,1.000000,1.060621e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,1.98,4.99153553e-03,9.730925e-15,0.000000e+00
15.00,0.9689,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,5.129263e-16,100.0000,1,49.1182,1.000000,1.031209e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.33,5.07301960e-03,9.745600e-15,0.000000e+00
45.00,0.9689,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,136.6438,1.000000,1.032333e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.49,5.07301960e-03,1.436194e-14,0.000000e+00
75.00,0.9689,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,88.5611,1.000000,8.504560e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.65,5.07301960e-03,1.914925e-14,0.000000e+00
105.00,0.9689,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,1.709754e-16,100.0000,1,64.0158,1.000000,8.440515e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.74,5.07301960e-03,1.914925e-14,0.000000e+00
135.00,0.9689,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,1.709754e-16,100.0000,1,46.9450,1.000000,1.032975e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.56,5.07301960e-03,1.453291e-14,0.000000e+00
165.00,0.9689,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,1.709754e-16,100.0000,1,142.2965,1.000000,1.027807e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,1.94,5.07301960e-03,9.403649e-15,0.000000e+00
15.00,0.9844,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,13.7370,1.000000,1.003725e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,2.67,5.15450368e-03,9.759811e-15,0.000000e+00
45.00,0.9844,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,1.682726e-16,100.0000,1,136.9246,1.000000,8.319760e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,2.94,5.15450368e-03,1.733208e-14,0.000000e+00
75.00,0.9844,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,116.9336,1.000000,8.159165e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,2.48,5.15450368e-03,1.884653e-14,0.000000e+00
105.00,0.9844,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,94.5965,1.000000,8.220570e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,3.33,5.15450368e-03,1.884653e-14,0.000000e+00
135.00,0.9844,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,67.3957,1.000000,1.006823e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,3.34,5.15450368e-03,1.346181e-14,0.000000e+00
165.00,0.9844,20.0,0.1000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,161.7772,1.000000,1.003444e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,2.33,5.15450368e-03,8.918448e-15,0.000000e+00
15.00,0.3913,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82943360e-04,1.74532925e-03,6.82943360e-04,6.82944335e-04,3.936909e-06,100.0000,1,100.7995,0.999999,3.861242e-02,NaN,1,NaN,17,SAM 2:1,0.070033,2.176827e-04,9.14,6.82942785e-04,8.410499e-07,0.000000e+00
45.00,0.3913,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82943360e-04,1.74532925e-03,6.82943360e-04,6.82944335e-04,3.936910e-06,100.0000,1,65.6742,0.999999,4.011017e-02,NaN,1,NaN,17,SAM 2:1,0.070033,2.176743e-04,15.92,6.82942785e-04,8.410500e-07,0.000000e+00
75.00,0.3913,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82943360e-04,1.74532925e-03,6.82943360e-04,6.82944335e-04,3.936909e-06,100.0000,1,117.3486,0.999999,4.854855e-02,NaN,1,NaN,17,SAM 2:1,0.070033,2.176765e-04,13.48,6.82942785e-04,8.410500e-07,0.000000e+00
105.00,0.3913,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82943360e-04,1.74532925e-03,6.82943360e-04,6.82944335e-04,3.936909e-06,100.0000,1,96.7375,0.999999,5.841932e-02,NaN,1,NaN,17,SAM 2:1,0.070033,2.176753e-04,13.57,6.82942785e-04,8.410500e-07,0.000000e+00
135.00,0.3913,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82943360e-04,1.74532925e-03,6.82943360e-04,6.82944335e-04,3.936909e-06,100.0000,1,137.6369,0.999999,5.315949e-02,NaN,1,NaN,17,SAM 2:1,0.070033,2.176765e-04,13.60,6.82942785e-04,8.410500e-07,0.000000e+00
165.00,0.3913,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82943360e-04,1.74532925e-03,6.82943360e-04,6.82944335e-04,3.936909e-06,100.0000,1,91.0276,0.999999,4.078910e-02,NaN,1,NaN,17,SAM 2:1,0.070033,2.176785e-04,9.00,6.82942785e-04,8.410500e-07,0.000000e+00
15.00,0.4416,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806442e-04,1.74532925e-03,7.70806442e-04,7.70806451e-04,3.587077e-08,100.0000,1,162.3050,1.000000,3.036178e-02,NaN,1,NaN,17,SAM 2:1,0.070033,6.136755e-04,8.39,7.70806438e-04,4.790025e-09,0.000000e+00
45.00,0.4416,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806442e-04,1.74532925e-03,7.70806442e-04,7.70806451e-04,3.587077e-08,100.0000,1,130.5392,1.000000,3.278422e-02,NaN,1,NaN,17,SAM 2:1,0.070033,6.136776e-04,14.13,7.70806438e-04,4.790022e-09,0.000000e+00
75.00,0.4416,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806442e-04,1.74532925e-03,7.70806442e-04,7.70806451e-04,3.587077e-08,100.0000,1,62.7699,1.000000,3.354904e-02,NaN,1,NaN,17,SAM 2:1,0.070033,6.136769e-04,15.20,7.70806438e-04,4.790021e-09,0.000000e+00
105.00,0.4416,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806442e-04,1.74532925e-03,7.70806442e-04,7.70806451e-04,3.587076e-08,100.0000,1,83.9844,1.000000,2.889078e-02,NaN,1,NaN,17,SAM 2:1,0.070033,6.136753e-04,13.72,7.70806438e-04,4.790026e-09,0.000000e+00
135.00,0.4416,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806442e-04,1.74532925e-03,7.70806442e-04,7.70806451e-04,3.587076e-08,100.0000,1,78.4343,1.000000,3.453209e-02,NaN,1,NaN,17,SAM 2:1,0.070033,6.136798e-04,12.86,7.70806438e-04,4.790023e-09,0.000000e+00
165.00,0.4416,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806442e-04,1.74532925e-03,7.70806442e-04,7.70806451e-04,3.587074e-08,100.0000,1,13.7645,1.000000,3.950777e-02,NaN,1,NaN,17,SAM 2:1,0.070033,6.137084e-04,8.03,7.70806438e-04,4.790024e-09,0.000000e+00
15.00,0.4920,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670092e-04,6.044465e-10,100.0000,1,133.3472,1.000000,2.823820e-02,NaN,1,NaN,15,SAM 2:1,0.070033,4.561541e-04,7.23,8.58670091e-04,5.315162e-11,0.000000e+00
45.00,0.4920,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670092e-04,6.044415e-10,100.0000,1,40.4760,1.000000,2.735153e-02,NaN,1,NaN,15,SAM 2:1,0.070033,4.561391e-04,10.67,8.58670091e-04,5.315250e-11,0.000000e+00
75.00,0.4920,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670092e-04,6.044445e-10,100.0000,1,116.6589,1.000000,2.671583e-02,NaN,1,NaN,15,SAM 2:1,0.070033,4.561373e-04,19.31,8.58670091e-04,5.315213e-11,0.000000e+00
105.00,0.4920,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670092e-04,6.044444e-10,100.0000,1,105.9895,1.000000,2.748735e-02,NaN,1,NaN,15,SAM 2:1,0.070033,4.561399e-04,12.49,8.58670091e-04,5.315377e-11,0.000000e+00
135.00,0.4920,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670092e-04,6.044417e-10,100.0000,1,124.6074,1.000000,2.643448e-02,NaN,1,NaN,15,SAM 2:1,0.070033,4.561388e-04,11.47,8.58670091e-04,5.315453e-11,0.000000e+00
165.00,0.4920,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670092e-04,6.044446e-10,100.0000,1,58.2653,1.000000,2.488141e-02,NaN,1,NaN,15,SAM 2:1,0.070033,4.561530e-04,7.50,8.58670091e-04,5.315415e-11,0.000000e+00
15.00,0.5423,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,1.603405e-11,100.0000,1,71.9677,1.000000,2.160987e-02,NaN,1,NaN,15,SAM 2:1,0.070033,1.310717e-04,6.22,9.46533744e-04,9.760335e-13,0.000000e+00
45.00,0.5423,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,1.603279e-11,100.0000,1,127.7261,1.000000,2.151130e-02,NaN,1,NaN,15,SAM 2:1,0.070033,1.310920e-04,9.68,9.46533744e-04,9.723681e-13,0.000000e+00
75.00,0.5423,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,1.603439e-11,100.0000,1,117.4335,1.000000,2.605644e-02,NaN,1,NaN,15,SAM 2:1,0.070033,1.310832e-04,9.86,9.46533744e-04,9.754608e-13,0.000000e+00
105.00,0.5423,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,1.603279e-11,100.0000,1,102.5939,1.000000,1.937860e-02,NaN,1,NaN,15,SAM 2:1,0.070033,1.310813e-04,9.54,9.46533744e-04,9.750026e-13,0.000000e+00
135.00,0.5423,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,1.603966e-11,100.0000,1,40.9329,1.000000,2.103817e-02,NaN,1,NaN,15,SAM 2:1,0.070033,1.310866e-04,10.27,9.46533744e-04,9.709936e-13,0.000000e+00
165.00,0.5423,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,1.604299e-11,100.0000,1,96.2479,1.000000,2.192878e-02,NaN,1,NaN,15,SAM 2:1,0.070033,1.310864e-04,8.09,9.46533744e-04,9.653809e-13,0.000000e+00
15.00,0.5927,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,5.754336e-13,100.0000,1,161.1626,1.000000,1.930383e-02,NaN,1,NaN,14,SAM 2:1,0.070033,4.212571e-04,7.08,1.03439740e-03,8.720596e-14,0.000000e+00
45.00,0.5927,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,5.008054e-13,100.0000,1,105.3314,1.000000,1.965766e-02,NaN,1,NaN,14,SAM 2:1,0.070033,4.212571e-04,10.04,1.03439740e-03,1.538682e-13,0.000000e+00
75.00,0.5927,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,4.790039e-13,100.0000,1,65.8122,1.000000,2.185791e-02,NaN,1,NaN,14,SAM 2:1,0.070033,4.212571e-04,9.50,1.03439740e-03,1.819586e-13,0.000000e+00
105.00,0.5927,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,4.779558e-13,100.0000,1,69.2499,1.000000,1.921577e-02,NaN,1,NaN,14,SAM 2:1,0.070033,4.212571e-04,10.17,1.03439740e-03,1.813297e-13,0.000000e+00
135.00,0.5927,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,5.026921e-13,100.0000,1,107.3374,1.000000,1.735937e-02,NaN,1,NaN,14,SAM 2:1,0.070033,4.212571e-04,10.12,1.03439740e-03,1.542875e-13,0.000000e+00
165.00,0.5927,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,5.735469e-13,100.0000,1,13.7617,1.000000,1.728985e-02,NaN,1,NaN,14,SAM 2:1,0.070033,4.212571e-04,7.09,1.03439740e-03,8.469041e-14,0.000000e+00
15.00,0.6430,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.12226105e-03,1.74532925e-03,1.12226105e-03,1.12226105e-03,1.255914e-14,100.0000,1,64.1449,1.000000,1.481811e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.548969e-03,5.81,1.12226105e-03,6.337533e-14,0.000000e+00
45.00,0.6430,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.12226105e-03,1.74532925e-03,1.12226105e-03,1.12226105e-03,1.004731e-14,100.0000,1,91.5669,1.000000,1.695125e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.548969e-03,9.46,1.12226105e-03,1.236592e-13,0.000000e+00
75.00,0.6430,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.12226105e-03,1.74532925e-03,1.12226105e-03,1.12226105e-03,1.139983e-14,100.0000,1,75.5852,1.000000,1.387113e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.548969e-03,8.97,1.12226105e-03,1.458792e-13,0.000000e+00
105.00,0.6430,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.12226105e-03,1.74532925e-03,1.12226105e-03,1.12226105e-03,1.255914e-14,100.0000,1,105.5763,1.000000,1.387547e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.548969e-03,8.53,1.12226105e-03,1.458792e-13,0.000000e+00
135.00,0.6430,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.12226105e-03,1.74532925e-03,1.12226105e-03,1.12226105e-03,9.467656e-15,100.0000,1,120.1645,1.000000,1.531403e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.548969e-03,9.68,1.12226105e-03,1.236592e-13,0.000000e+00
165.00,0.6430,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.12226105e-03,1.74532925e-03,1.12226105e-03,1.12226105e-03,1.680992e-14,100.0000,1,104.0372,1.000000,1.990532e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.548969e-03,5.60,1.12226105e-03,6.163637e-14,0.000000e+00
15.00,0.6934,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,5.734032e-15,100.0000,1,88.2404,1.000000,1.294550e-02,NaN,1,NaN,12,SAM 2:1,0.070033,6.322786e-04,5.64,1.21012470e-03,4.981440e-14,0.000000e+00
45.00,0.6934,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,3.404582e-15,100.0000,1,41.8192,1.000000,2.003102e-02,NaN,1,NaN,12,SAM 2:1,0.070033,6.322786e-04,8.45,1.21012470e-03,1.051837e-13,0.000000e+00
75.00,0.6934,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,4.838090e-15,100.0000,1,106.7923,1.000000,1.192177e-02,NaN,1,NaN,12,SAM 2:1,0.070033,6.322786e-04,7.80,1.21012470e-03,1.238193e-13,0.000000e+00
105.00,0.6934,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,4.838090e-15,100.0000,1,116.3696,1.000000,1.322105e-02,NaN,1,NaN,12,SAM 2:1,0.070033,6.322786e-04,8.30,1.21012470e-03,1.239984e-13,0.000000e+00
135.00,0.6934,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,3.762959e-15,100.0000,1,130.3455,1.000000,1.295587e-02,NaN,1,NaN,12,SAM 2:1,0.070033,6.322786e-04,7.94,1.21012470e-03,1.042877e-13,0.000000e+00
165.00,0.6934,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,5.734032e-15,100.0000,1,103.5918,1.000000,1.305529e-02,NaN,1,NaN,12,SAM 2:1,0.070033,6.322786e-04,5.29,1.21012470e-03,5.071035e-14,0.000000e+00
15.00,0.7437,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,2.672942e-15,100.0000,1,62.1344,1.000000,1.131554e-02,NaN,1,NaN,11,SAM 2:1,0.070033,2.591571e-03,4.83,1.29798836e-03,4.493883e-14,0.000000e+00
45.00,0.7437,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,1.837647e-15,100.0000,1,97.8364,1.000000,1.377938e-02,NaN,1,NaN,11,SAM 2:1,0.070033,2.591571e-03,7.16,1.29798836e-03,9.088001e-14,0.000000e+00
75.00,0.7437,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,2.672942e-15,100.0000,1,108.3787,1.000000,1.209372e-02,NaN,1,NaN,11,SAM 2:1,0.070033,2.591571e-03,7.34,1.29798836e-03,1.082541e-13,0.000000e+00
105.00,0.7437,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,3.174118e-15,100.0000,1,78.6922,1.000000,1.044189e-02,NaN,1,NaN,11,SAM 2:1,0.070033,2.591571e-03,8.19,1.29798836e-03,1.077530e-13,0.000000e+00
135.00,0.7437,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,1.837647e-15,100.0000,1,52.1693,1.000000,1.300247e-02,NaN,1,NaN,11,SAM 2:1,0.070033,2.591571e-03,7.88,1.29798836e-03,9.104707e-14,0.000000e+00
165.00,0.7437,60.0,0.1000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,3.675295e-15,100.0000,1,106.0967,1.000000,1.136349e-02,NaN,1,NaN,11,SAM 2:1,0.070033,2.591571e-03,5.55,1.29798836e-03,4.376942e-14,0.000000e+00
